UID,Titulo,Dueño,UID del dueño,Etapa de publicación,Público,Estado de aprobación,Origen,Tipo,Categoría,Etiqueta,url,API,Fecha de creación (UTC),Fecha de última actualización de datos (UTC),Dominio,Recurso Derivado,Vistas,Descargas,Número de Filas,Número de Columnas,Correo Electrónico de Contacto,Licencia,Atribución,Enlace de Atribución,Nombre del Recurso Publicado,UID del Recurso Publicado,UID del conjunto de datos superior,Common Core: Publisher,Información de Datos: Fecha Emisión (dd/mm/aaaa),Common Core: Contact Name,Common Core: Language,Common Core: Contact Email,Common Core: License,Common Core: Issued,Información de la Entidad: Sector,Common Core: References,Información de la Entidad: Nombre de la Entidad,Common Core: Public Access Level,Common Core: Bureau Code,Common Core: Described By,Common Core: Update Frequency,Información de Datos: URL Normativa,Información de la Entidad: Departamento,Información de la Entidad: Autor,Información de la Entidad: Orden,Common Core: Program Code,Common Core: Last Update,Common Core: Homepage,Common Core: Unique Identifier,Información de la Entidad: Área o dependecia,Información de Datos: Fecha Emisión (aaaa mm dd),Información de la Entidad: Área o dependencia,Información de la Entidad: Municipio,Common Core: Geographic Coverage,Información de Datos: Frecuencia de Actualización,Información de Datos: Idioma,Common Core: Theme,Información de Datos: Cobertura Geográfica,Información de Datos: URL Documentación
m99e-2ah6,"MiPyme - Empresario, Competencias y capacidades CONV 2012 - 2014",Ministerio TIC Oficina TI Gestión de Informacion,cw5t-ib5h,published,private,not_ready,official,dataset,"Ciencia, Tecnología e Innovación","capacitacion,pymes,internet,negocio,empresarios",https://www.datos.gov.co/d/m99e-2ah6,https://www.datos.gov.co/resource/m99e-2ah6.json,07/12/2019 04:57:40 PM,04/17/2020 08:39:34 PM,www.datos.gov.co,false,105,31,34354,15,ocastillo@mintic.gov.co,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,,,,,,,,,,,,"Ciencia, Tecnología e innovación",,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2019-07-10,Subdireccion de Comercio Electrónico,Bogotá D.C.,,Mensual,Español,,Nacional,
azyp-37w9,Publicaciones_Interacciones_#ApoyoALasVeedurías,urnadecristal,e6y4-a8hd,published,private,not_ready,official,dataset,Organismos de Control,,https://www.datos.gov.co/d/azyp-37w9,https://www.datos.gov.co/resource/azyp-37w9.json,07/02/2020 05:49:25 PM,07/02/2020 05:58:12 PM,www.datos.gov.co,false,20,4,27,7,,Public Domain,,,,,,,,,,,,,Tecnologías de la Información y las Comunicaciones,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2020-07-02,Urna de Cristal,Bogotá D.C.,,No aplica,Español,,Nacional,
54w3-m4c4:0,Nuevo conjunto de datos,Ministerio de Tecnologías de la Información y las Comunicaciones,r4qn-dwdd,unpublished,private,not_ready,official,dataset,Estadísticas Nacionales,,https://www.datos.gov.co/d/54w3-m4c4/revisions/0,,11/09/2022 02:49:21 AM,11/09/2022 02:49:19 AM,www.datos.gov.co,false,,,,26,,Creative Commons Attribution | NoDerivatives 4.0 International License,MinTic,,,,,,,,,,,,"Ciencia, Tecnología e innovación",,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,null,Bogotá D.C.,,Nacional,,,,,,2022-11-09,Datos Abiertos,Bogotá D.C.,,Trimestral,Español,,Nacional,null
izn8-9vdv,Convocatorias MINTIC 2020,tolima,idvw-ryup,published,private,not_ready,official,dataset,,"mintic,convocatoria",https://www.datos.gov.co/d/izn8-9vdv,https://www.datos.gov.co/resource/izn8-9vdv.json,09/09/2020 09:52:01 AM,11/04/2020 03:47:18 PM,www.datos.gov.co,false,37,1,23,9,,Creative Commons Attribution 4.0 International,Portales web del Ministerio,http://mintic.gov.co,,,,,,,,,,,Tecnologías de la Información y las Comunicaciones,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2020-08-22,Fomento Regional,Bogotá D.C.,,Quincenal,Español,,Nacional,
dmwz-69tm,VISTA_Departamento del CAquetà y sus municipios.,GOBERNACIÓN DEL CAQUETÁ,iy7y-4bip,published,public,approved,official,filter,Mapas Nacionales,,https://www.datos.gov.co/d/dmwz-69tm,https://www.datos.gov.co/resource/dmwz-69tm.json,09/17/2021 02:30:09 PM,03/15/2022 02:27:58 PM,www.datos.gov.co,true,62,2,16,,,Creative Commons Attribution | Share Alike 4.0 International,Departamento Administrativo Nacional de Estadística,https://www.datos.gov.co/d/xdk5-pm3f,,,xdk5-pm3f,,,,,,,,Estadísticas,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2017-05-11,Asesoftware,Bogotá D.C.,,Anual,Español,,Nacional,
9ugv-22xq,Estadística de Postulación de Usos por Año,Ministerio de Tecnologías de la Información y las Comunicaciones,r4qn-dwdd,published,public,approved,official,filter,"Ciencia, Tecnología e Innovación",,https://www.datos.gov.co/d/9ugv-22xq,https://www.datos.gov.co/resource/9ugv-22xq.json,08/18/2021 08:59:23 PM,11/30/2022 06:37:40 PM,www.datos.gov.co,true,816,14,6,,datosabiertos@mintic.gov.co,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,https://www.datos.gov.co/d/4t9r-7v7i,,,4t9r-7v7i,,,,,,,,Tecnologías de la Información y las Comunicaciones,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2017-06-12,Dirección de Gobierno Digital,Bogotá D.C.,,Trimestral,Español,,Nacional,
h3vt-dex3,prueba geo,Ministerio de Tecnologías de la Información y las Comunicaciones,r4qn-dwdd,published,public,approved,official,dataset,,,https://www.datos.gov.co/d/h3vt-dex3,https://www.datos.gov.co/resource/h3vt-dex3.json,10/01/2021 04:22:34 PM,10/01/2021 04:27:54 PM,www.datos.gov.co,false,106,16,1455,16,,,,https://www.datos.gov.co/d/h3vt-dex3,,,,,,,,,,,Educación,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2021-10-01,Mintic,Bogotá D.C.,,No aplica,Español,,Nacional,
s97i-a2ex,Avance Datos Abiertos Publicados de Hoja de Ruta 2021,Ministerio de Tecnologías de la Información y las Comunicaciones,r4qn-dwdd,published,public,approved,official,filter,"Ciencia, Tecnología e Innovación","hoja de ruta,datos abiertos,pida",https://www.datos.gov.co/d/s97i-a2ex,https://www.datos.gov.co/resource/s97i-a2ex.json,08/04/2021 05:09:36 PM,01/06/2023 10:37:57 PM,www.datos.gov.co,true,160,33,,,datosabiertos@mintic.gov.co,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,https://www.datos.gov.co/d/v8aw-jabd,,,v8aw-jabd,,,,,,,,"Ciencia, Tecnología e innovación",,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,https://bit.ly/DocHojaRuta,Bogotá D.C.,,Nacional,,,,,,2021-07-02,Dirección de Gobierno en línea ,Bogotá D.C.,,Mensual,Español,,Nacional,https://bit.ly/DocHojaRuta
antb-69gi,Preguntas Frecuentes - FAQ,Ministerio de Tecnologías de la Información y las Comunicaciones,r4qn-dwdd,published,public,approved,official,dataset,"Ciencia, Tecnología e Innovación","faq,preguntas frecuentes,preguntas",https://www.datos.gov.co/d/antb-69gi,https://www.datos.gov.co/resource/antb-69gi.json,06/14/2016 02:04:20 PM,07/23/2021 09:51:23 PM,www.datos.gov.co,false,2602,179,42,4,,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,,,,,,,,,,,,Tecnologías de la Información y las Comunicaciones,,Ministerio de Tecnologías de la Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2016-06-14,Ministerio de Tecnologías de la Información y las Comunicaciones,Bogotá D.C.,,Trienio,Español,,Nacional,
wg2u-d8ji,Zonas Digitales Urbanas,Ministerio TIC Oficina TI Gestión de Informacion,cw5t-ib5h,published,public,approved,official,dataset,"Ciencia, Tecnología e Innovación",,https://www.datos.gov.co/d/wg2u-d8ji,https://www.datos.gov.co/resource/wg2u-d8ji.json,12/10/2020 08:33:10 PM,02/21/2023 04:12:02 PM,www.datos.gov.co,false,818,219,1090,14,npardo@mintic.gov.co,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,https://www.datos.gov.co/d/wg2u-d8ji,,,,,,,,,,,"Ciencia, Tecnología e innovación",,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2021-01-15,Dirección de Infraestructura,Bogotá D.C.,,Mensual,Español,,Nacional,
rrui-iqwz,Internet Móvil tráfico por proveedor.,Ministerio TIC Oficina TI Gestión de Informacion,cw5t-ib5h,published,public,approved,official,dataset,"Ciencia, Tecnología e Innovación",,https://www.datos.gov.co/d/rrui-iqwz,https://www.datos.gov.co/resource/rrui-iqwz.json,09/08/2020 03:52:53 PM,02/27/2023 03:14:00 PM,www.datos.gov.co,false,792,142,87,4,jrodriguez@mintic.gov.co,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,https://colombiatic.mintic.gov.co,,,,,,,,,,,"Ciencia, Tecnología e innovación",,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,http://colombiatic.mintic.gov.co/679/w3-multipropertyvalues-36345-36377.html,Bogotá D.C.,,Nacional,,,,,,2018-04-04,Oficina Asesora de Planeación y Estudios Sectoriales,Bogotá D.C.,,Trimestral,Español,,Nacional,http://colombiatic.mintic.gov.co/679/w3-propertyvalue-36343.html
b359-m4y3,VISTA_Internet Fijo Penetración por Municipios del Departamento del Caquetá-.,GOBERNACIÓN DEL CAQUETÁ,iy7y-4bip,published,public,approved,official,filter,"Ciencia, Tecnología e Innovación","internet fijo,departamentos,suscriptores,internet,municipios proveedores trimestre",https://www.datos.gov.co/d/b359-m4y3,https://www.datos.gov.co/resource/b359-m4y3.json,08/09/2022 04:04:06 PM,02/27/2023 03:07:49 PM,www.datos.gov.co,true,98,21,192,,,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,http://colombiatic.mintic.gov.co/,,,fut2-keu8,,,,,,,,"Ciencia, Tecnología e innovación",,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,http://colombiatic.mintic.gov.co/679/w3-multipropertyvalues-36345-36377.html,Bogotá D.C.,,Nacional,,,,,,2018-04-04,Oficina Asesora de Planeación y Estudios Sectoriales,Bogotá D.C.,,Trimestral,Español,,Nacional,http://colombiatic.mintic.gov.co/679/w3-propertyvalue-36343.html
jwxq-9fa5,Personas certificadas en áreas TI en nivel especializado,Ministerio TIC Oficina TI Gestión de Informacion,cw5t-ib5h,published,public,approved,official,dataset,"Ciencia, Tecnología e Innovación",,https://www.datos.gov.co/d/jwxq-9fa5,https://www.datos.gov.co/resource/jwxq-9fa5.json,12/08/2021 01:21:26 AM,12/08/2021 01:24:49 AM,www.datos.gov.co,false,427,46,100,4,csguzman@mintic.gov.co,Creative Commons Attribution | Share Alike 4.0 International,Dirección de Economía Digital,https://www.datos.gov.co/d/jwxq-9fa5,,,,,,,,,,,"Ciencia, Tecnología e innovación",,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2021-12-7,Dirección de Economía Digital,Bogotá D.C.,,Semestral,Español,,Nacional,
5wjg-k67z,Pendienteinventario,Ministerio de Tecnologías de la Información y las Comunicaciones,r4qn-dwdd,published,public,approved,official,filter,,,https://www.datos.gov.co/d/5wjg-k67z,https://www.datos.gov.co/resource/5wjg-k67z.json,05/07/2020 02:33:57 AM,03/01/2023 12:15:47 AM,www.datos.gov.co,true,352,38,132,,,,,,,,eqka-zuvh,,,,,,,,"Ciencia, Tecnología e innovación",,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2020-05-06,Calidad de Datos,Bogotá D.C.,,Diaria,Español,,Nacional,
svk2-d846,Cuota por proveedor internet fijo 2019-1T,Ministerio TIC Oficina TI Gestión de Informacion,cw5t-ib5h,published,public,approved,official,chart,"Ciencia, Tecnología e Innovación",,https://www.datos.gov.co/d/svk2-d846,https://www.datos.gov.co/resource/svk2-d846.json,10/10/2019 02:25:06 AM,02/27/2023 03:07:05 PM,www.datos.gov.co,true,893,1,,,,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,http://colombiatic.mintic.gov.co/,,,jbu8-2ymz,,,,,,,,"Ciencia, Tecnología e innovación",,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,http://colombiatic.mintic.gov.co/679/w3-multipropertyvalues-36345-36377.html,Bogotá D.C.,,Nacional,,,,,, 2018-04-04,Oficina Asesora de Planeación y Estudios Sectoriales,Bogotá D.C.,,Trimestral,Español,,Nacional,http://colombiatic.mintic.gov.co/679/w3-propertyvalue-36343.html
8tf8-shmy,Hombres & Mujeres Data Sandbox,Ministerio de Tecnologías de la Información y las Comunicaciones,r4qn-dwdd,published,public,approved,official,filter,"Ciencia, Tecnología e Innovación","ciencia de datos,big data,datos abiertos",https://www.datos.gov.co/d/8tf8-shmy,https://www.datos.gov.co/resource/8tf8-shmy.json,12/04/2020 12:05:44 AM,01/26/2022 09:46:05 PM,www.datos.gov.co,true,251,10,12,,,Creative Commons Attribution | Share Alike 4.0 International,Dirección de Gobierno Digital,https://www.datos.gov.co/d/2xnf-ye6y,,,2xnf-ye6y,,,,,,,,"Ciencia, Tecnología e innovación",,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2020-12-03,Dirección de Gobierno Digital,Bogotá D.C.,,Anual,Español,,Nacional,
fykc-g77x,Vista Conjuntos de datos abiertos del Programa Interamericano de datos abiertos para la lucha contra la corrucpión,Ministerio de Tecnologías de la Información y las Comunicaciones,r4qn-dwdd,published,public,approved,official,filter,"Ciencia, Tecnología e Innovación","datos abiertos,hoja de ruta,pida",https://www.datos.gov.co/d/fykc-g77x,https://www.datos.gov.co/resource/fykc-g77x.json,01/25/2022 05:00:02 PM,01/06/2023 10:37:57 PM,www.datos.gov.co,true,339,62,,,datosabiertos@mintic.gov.co,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,https://www.datos.gov.co/d/v8aw-jabd,,,v8aw-jabd,,,,,,,,"Ciencia, Tecnología e innovación",,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,https://bit.ly/DocHojaRuta,Bogotá D.C.,,Nacional,,,,,,2021-07-02,Dirección de Gobierno en línea ,Bogotá D.C.,,Mensual,Español,,Nacional,https://bit.ly/DocHojaRuta
4py7-br84,Internet Fijo Penetración Departamentos,Ministerio TIC Oficina TI Gestión de Informacion,cw5t-ib5h,published,public,approved,official,dataset,"Ciencia, Tecnología e Innovación","acceso fijo a internet,suscriptores,porcentaje de penetración,población,departamentos",https://www.datos.gov.co/d/4py7-br84,https://www.datos.gov.co/resource/4py7-br84.json,05/27/2018 03:57:53 PM,02/27/2023 03:07:36 PM,www.datos.gov.co,false,8491,1423,396,7,jrodriguez@mintic.gov.co,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,http://colombiatic.mintic.gov.co/,,,,,,,,,,,"Ciencia, Tecnología e innovación",,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,http://colombiatic.mintic.gov.co/602/w3-propertyvalue-714.html,Bogotá D.C.,,Nacional,,,,,, 2018-04-04,Oficina Asesora de Planeación y Estudios Sectoriales,Bogotá D.C.,,Trimestral,Español,,Nacional,http://colombiatic.mintic.gov.co/602/w3-propertyvalue-715.html
qnvk-ru37,"Cantidad de Solicitudes por Mes, Sección Participa",Ministerio de Tecnologías de la Información y las Comunicaciones,r4qn-dwdd,published,public,approved,official,chart,Participación ciudadana,,https://www.datos.gov.co/d/qnvk-ru37,https://www.datos.gov.co/resource/qnvk-ru37.json,05/10/2018 04:17:01 PM,03/01/2023 05:15:42 PM,www.datos.gov.co,true,323,2,,,,Creative Commons Attribution 4.0 International,MInisterio de Tecnologías de la Información y las Comunicaciones,https://www.datos.gov.co/nominate,,,9it7-3gvu,,,,,,,,Tecnologías de la Información y las Comunicaciones,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2016-08-04,Iniciativa de Datos Abiertos,Bogotá D.C.,,Mensual,Español,,Nacional,
nwws-q9n2,"Entidades Por Solicitudes Exitosas, Sección Participa",Ministerio de Tecnologías de la Información y las Comunicaciones,r4qn-dwdd,published,public,approved,official,chart,Participación ciudadana,,https://www.datos.gov.co/d/nwws-q9n2,https://www.datos.gov.co/resource/nwws-q9n2.json,05/10/2018 04:41:04 PM,03/01/2023 05:15:42 PM,www.datos.gov.co,true,347,3,,,,Creative Commons Attribution 4.0 International,MInisterio de Tecnologías de la Información y las Comunicaciones,https://www.datos.gov.co/nominate,,,9it7-3gvu,,,,,,,,Tecnologías de la Información y las Comunicaciones,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2016-08-04,Iniciativa de Datos Abiertos,Bogotá D.C.,,Mensual,Español,,Nacional,
55rp-mqza,Esquema de Publicación de la Información MINTIC,MinTIC,35sh-x879,published,public,approved,official,dataset,"Ciencia, Tecnología e Innovación",,https://www.datos.gov.co/d/55rp-mqza,https://www.datos.gov.co/resource/55rp-mqza.json,11/22/2022 09:22:47 PM,11/22/2022 09:38:18 PM,www.datos.gov.co,false,242,33,168,12,minticresponde@mintic.gov.co,Creative Commons Attribution 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,,,,,,,,,,,,"Ciencia, Tecnología e innovación",,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,22-11-2022,GIT de Grupos de Interés y Gestión Documental,Bogotá D.C.,,No aplica,Español,,Nacional,
ntxk-xuu3,Registro de Activos de Información MinTIC 2022,MinTIC,35sh-x879,published,public,approved,official,dataset,"Ciencia, Tecnología e Innovación",,https://www.datos.gov.co/d/ntxk-xuu3,https://www.datos.gov.co/resource/ntxk-xuu3.json,01/23/2020 09:04:49 PM,10/18/2022 06:20:06 PM,www.datos.gov.co,false,2436,291,1019,11,datosabiertos@mintic.gov.co,Creative Commons Attribution 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,https://www.mintic.gov.co/portal/604/w3-propertyvalue-7698.html,,,,,,,,,,,"Ciencia, Tecnología e innovación",,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,31/12/2019,Ministerio de Tecnologías de la Información y las Comunicaciones,Bogotá D.C.,,Anual,Español,,Nacional,
wzit-88j7:2,Publicaciones e interacciones en redes sociales de la campaña Semana De Gobierno Abierto,urnadecristal,e6y4-a8hd,unpublished,private,not_ready,official,dataset,Participación ciudadana,"redes sociales,urna de cristal,participación,colaboración,interacción,gobierno abierto,datos abiertos,sinergia,campaña,anticorrupción",https://www.datos.gov.co/d/wzit-88j7/revisions/2,,05/29/2020 02:18:16 PM,08/06/2018 08:53:43 PM,www.datos.gov.co,false,,,41,10,info@urnadecristal.gov.co,Open Data Commons Public Domain Dedication and License,Urna de Cristal,http://www.urnadecristal.gov.co,Publicaciones e interacciones en redes sociales de la campaña Semana De Gobierno Abierto,wzit-88j7,,,,,,,,,Tecnologías de la Información y las Comunicaciones,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2018-08-06,Urna de Cristal,Bogotá D.C.,,No aplica,Español,,Nacional,
9zqs-s8iv,"Matricula tecnología TIC, proporción",OCyT,mfya-k3m2,published,private,not_ready,official,href,"Ciencia, Tecnología e Innovación",matriculados formación tecnológica tic,https://www.datos.gov.co/d/9zqs-s8iv,,07/14/2016 10:42:21 PM,07/14/2016 10:42:21 PM,www.datos.gov.co,false,20,1,,,,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,,,,,,2016-03-30 10:02:24.563,,,,,,Tecnologías de la Información y las Comunicaciones,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2016-03-30,MINISTERIO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Bogotá D.C.,,Anual,Español,,Nacional,
9fnt-djn9,"Investigadores TIC, entidad territorial",OCyT,mfya-k3m2,published,private,not_ready,official,href,"Ciencia, Tecnología e Innovación",investigadores tic,https://www.datos.gov.co/d/9fnt-djn9,,07/14/2016 10:49:13 PM,07/14/2016 10:49:13 PM,www.datos.gov.co,false,15,1,,,,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,,,,,,2016-04-04 16:32:57.14,,,,,,Tecnologías de la Información y las Comunicaciones,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2016-04-04,MINISTERIO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Bogotá D.C.,,Anual,Español,,Nacional,
4i78-srx4,Vivelab Oferta Puntos Lab,Ministerio TIC Oficina TI Gestión de Informacion,cw5t-ib5h,published,private,not_ready,official,dataset,,,https://www.datos.gov.co/d/4i78-srx4,https://www.datos.gov.co/resource/4i78-srx4.json,07/26/2019 09:46:23 PM,08/27/2019 08:23:35 PM,www.datos.gov.co,false,45,9,37,30,,,,,,,,,,,,,,,"Ciencia, Tecnología e innovación",,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2019-07-10,Dirección de Infraestructura,Bogotá D.C.,,Mensual,Español,,Nacional,
